"TraitName","TraitID","AccSpeciesName","UnitName","meanMeasure","nmeasures"
"Plant height vegetative",3106,"Dahlstedtia pinnata","m",4.9375,2
"Plant height vegetative",3106,"Dais cotinifolia","m",NA,1
"Plant height vegetative",3106,"Daknopholis boivinii","m",0.3,1
"Plant height vegetative",3106,"Dalbergia abrahamii","m",NA,1
"Plant height vegetative",3106,"Dalbergia balansae","m",15,1
"Plant height vegetative",3106,"Dalbergia baronii","m",NA,1
"Plant height vegetative",3106,"Dalbergia brasiliensis","m",NA,1
"Plant height vegetative",3106,"Dalbergia burmanica","m",8,1
"Plant height vegetative",3106,"Dalbergia cochinchinensis","m",NA,1
"Plant height vegetative",3106,"Dalbergia cultrata","m",NA,1
"Plant height vegetative",3106,"Dalbergia decipularis","m",NA,1
"Plant height vegetative",3106,"Dalbergia floribunda","m",NA,1
"Plant height vegetative",3106,"Dalbergia frutescens","m",11.125,8
"Plant height vegetative",3106,"Dalbergia funera","m",NA,1
"Plant height vegetative",3106,"Dalbergia fusca","m",NA,1
"Plant height vegetative",3106,"Dalbergia glomerata","m",30,1
"Plant height vegetative",3106,"Dalbergia greveana","m",NA,1
"Plant height vegetative",3106,"Dalbergia hainanensis","m",20,1
"Plant height vegetative",3106,"Dalbergia hupeana","m",20,2
"Plant height vegetative",3106,"Dalbergia lanceolaria","m",NA,2
"Plant height vegetative",3106,"Dalbergia latifolia","m",22.5,3
"Plant height vegetative",3106,"Dalbergia melanoxylon","m",6,2
"Plant height vegetative",3106,"Dalbergia mimosoides","m",8,1
"Plant height vegetative",3106,"Dalbergia miscolobium","m",4.48153846153846,13
"Plant height vegetative",3106,"Dalbergia nigra","m",17.5,3
"Plant height vegetative",3106,"Dalbergia obovata","m",NA,1
"Plant height vegetative",3106,"Dalbergia obtusifolia","m",17,1
"Plant height vegetative",3106,"Dalbergia odorifera","m",20,1
"Plant height vegetative",3106,"Dalbergia pinnata","m",13,1
"Plant height vegetative",3106,"Dalbergia polyadelpha","m",10,1
"Plant height vegetative",3106,"Dalbergia retusa","m",12.5,2
"Plant height vegetative",3106,"Dalbergia sericea","m",20,1
"Plant height vegetative",3106,"Dalbergia sissoides","m",NA,1
"Plant height vegetative",3106,"Dalbergia stevensonii","m",NA,1
"Plant height vegetative",3106,"Dalbergia tucurensis","m",NA,1
"Plant height vegetative",3106,"Dalbergia welwitschii","m",NA,1
"Plant height vegetative",3106,"Dalbergia yunnanensis","m",7.5,2
"Plant height vegetative",3106,"Dalea azurea","m",NA,1
"Plant height vegetative",3106,"Dalea candida","m",0.589216216216216,74
"Plant height vegetative",3106,"Dalea candida var. candida","m",0.6096,1
"Plant height vegetative",3106,"Dalea formosa","m",0.9144,2
"Plant height vegetative",3106,"Dalea frutescens","m",NA,1
"Plant height vegetative",3106,"Dalea illinoi","m",0.34,1
"Plant height vegetative",3106,"Dalea polygonoides","m",0.212,10
"Plant height vegetative",3106,"Dalea purpurea","m",0.406472222222222,72
"Plant height vegetative",3106,"Dalea purpurea var. purpurea","m",0.9144,1
"Plant height vegetative",3106,"Dalea zimapanica","m",0.2,1
"Plant height vegetative",3106,"Dalechampia galpinii","m",NA,1
"Plant height vegetative",3106,"Dalrympelea montana","m",8,1
"Plant height vegetative",3106,"Dalrympelea nepalensis","m",10,1
"Plant height vegetative",3106,"Dalrympelea pomifera","m",18,1
"Plant height vegetative",3106,"Dalrympelea sphaerocarpa","m",NA,1
"Plant height vegetative",3106,"Damasonium alisma","m",0.3,3
"Plant height vegetative",3106,"Damasonium californicum","m",0.4572,1
"Plant height vegetative",3106,"Damburneya ambigens","m",32.6666666666667,3
"Plant height vegetative",3106,"Damburneya coriacea","m",12.2936,4
"Plant height vegetative",3106,"Damburneya gentlei","m",35,1
"Plant height vegetative",3106,"Damburneya martinicensis","m",NA,1
"Plant height vegetative",3106,"Damburneya purpurea","m",14.401745135,2
"Plant height vegetative",3106,"Damburneya salicina","m",NA,1
"Plant height vegetative",3106,"Damnacanthus indicus","m",0.886666666666667,3
"Plant height vegetative",3106,"Damnacanthus major","m",NA,1
"Plant height vegetative",3106,"Dampiera juncea","m",0.5,1
"Plant height vegetative",3106,"Dampiera lanceolata","m",NA,1
"Plant height vegetative",3106,"Dampiera lavandulacea","m",0.195,1
"Plant height vegetative",3106,"Dampiera lindleyi","m",0.3,1
"Plant height vegetative",3106,"Dampiera purpurea","m",NA,1
"Plant height vegetative",3106,"Dampiera scottiana","m",0.25,1
"Plant height vegetative",3106,"Dampiera stricta","m",0.4,3
"Plant height vegetative",3106,"Daniellia ogea","m",35,1
"Plant height vegetative",3106,"Daniellia pynaertii","m",NA,1
"Plant height vegetative",3106,"Danthonia alpina","m",0.358333333333333,9
"Plant height vegetative",3106,"Danthonia californica","m",0.183288888888889,9
"Plant height vegetative",3106,"Danthonia compressa","m",0.73152,1
"Plant height vegetative",3106,"Danthonia decumbens","m",0.238462608695652,23
"Plant height vegetative",3106,"Danthonia intermedia","m",0.159745454545455,11
"Plant height vegetative",3106,"Danthonia montevidensis","m",0.223648648648648,2
"Plant height vegetative",3106,"Danthonia secundiflora","m",0.19625,2
"Plant height vegetative",3106,"Danthonia sp","m",0.2,1
"Plant height vegetative",3106,"Danthonia spicata","m",0.334147826086957,23
"Plant height vegetative",3106,"Danthonia unispicata","m",0.2286,1
"Plant height vegetative",3106,"Daphnandra repandula","m",9,1
"Plant height vegetative",3106,"Daphne acutiloba","m",2,1
"Plant height vegetative",3106,"Daphne alpina","m",0.55,5
"Plant height vegetative",3106,"Daphne arbuscula","m",0.266666666666667,3
"Plant height vegetative",3106,"Daphne arisanensis","m",3,1
"Plant height vegetative",3106,"Daphne aurantiaca","m",1.2,1
"Plant height vegetative",3106,"Daphne axillaris","m",5,1
"Plant height vegetative",3106,"Daphne bholua","m",NA,1
"Plant height vegetative",3106,"Daphne blagayana","m",0.225,4
"Plant height vegetative",3106,"Daphne championii","m",1,1
"Plant height vegetative",3106,"Daphne cneorum","m",0.231818181818182,11
"Plant height vegetative",3106,"Daphne feddei","m",2,1
"Plant height vegetative",3106,"Daphne gemmata","m",1,1
"Plant height vegetative",3106,"Daphne genkwa","m",0.766666666666667,3
"Plant height vegetative",3106,"Daphne giraldii","m",0.6625,4
"Plant height vegetative",3106,"Daphne gnidioides","m",NA,1
"Plant height vegetative",3106,"Daphne gnidium","m",3.15311627906977,44
"Plant height vegetative",3106,"Daphne gracilis","m",1,1
"Plant height vegetative",3106,"Daphne kiusiana","m",0.426,5
"Plant height vegetative",3106,"Daphne laureola","m",0.381576576576577,111
"Plant height vegetative",3106,"Daphne laureola subsp. laureola","m",0.75,2
"Plant height vegetative",3106,"Daphne laureola subsp. philippi","m",0.2,1
"Plant height vegetative",3106,"Daphne longilobata","m",1,1
"Plant height vegetative",3106,"Daphne malyana","m",NA,1
"Plant height vegetative",3106,"Daphne mezereum","m",0.823076923076923,27
"Plant height vegetative",3106,"Daphne modesta","m",1.2,1
"Plant height vegetative",3106,"Daphne oleoides","m",1.13333333333333,3
"Plant height vegetative",3106,"Daphne papyracea","m",1.5,1
"Plant height vegetative",3106,"Daphne petraea","m",0.076,6
"Plant height vegetative",3106,"Daphne pontica","m",0.6,2
"Plant height vegetative",3106,"Daphne retusa","m",1.5,2
"Plant height vegetative",3106,"Daphne rosmarinifolia","m",1,1
"Plant height vegetative",3106,"Daphne sericea","m",0.3,2
"Plant height vegetative",3106,"Daphne striata","m",0.143272727272727,11
"Plant height vegetative",3106,"Daphne tangutica","m",1.85,2
"Plant height vegetative",3106,"Daphne tenuiflora","m",0.7,1
"Plant height vegetative",3106,"Daphniphyllum calycinum","m",6,1
"Plant height vegetative",3106,"Daphniphyllum himalayense","m",16,4
"Plant height vegetative",3106,"Daphniphyllum himalayense subsp. angustifolium","m",5,1
"Plant height vegetative",3106,"Daphniphyllum macropodum","m",10.26,4
"Plant height vegetative",3106,"Daphniphyllum majus","m",10,1
"Plant height vegetative",3106,"Daphniphyllum paxianum","m",18,1
"Plant height vegetative",3106,"Daphniphyllum pentandrum","m",10,3
"Plant height vegetative",3106,"Daphniphyllum subverticillatum","m",3,1
"Plant height vegetative",3106,"Daphniphyllum teijsmannii","m",11,2
"Plant height vegetative",3106,"Daphniphyllum yunnanense","m",7,1
"Plant height vegetative",3106,"Daphnopsis americana","m",8,2
"Plant height vegetative",3106,"Daphnopsis brasiliensis","m",NA,1
"Plant height vegetative",3106,"Daphnopsis fasciculata","m",13.3,2
"Plant height vegetative",3106,"Daphnopsis megacarpa","m",2.5,1
"Plant height vegetative",3106,"Daphnopsis occidentalis","m",NA,1
"Plant height vegetative",3106,"Daphnopsis philippiana","m",6.096,2
"Plant height vegetative",3106,"Daphnopsis racemosa","m",0.866666666666666,2
"Plant height vegetative",3106,"Darlingia darlingiana","m",23,2
"Plant height vegetative",3106,"Darlingia ferruginea","m",NA,1
"Plant height vegetative",3106,"Darmera peltata","m",0.55,3
"Plant height vegetative",3106,"Darwinia capitellata","m",0.2,1
"Plant height vegetative",3106,"Darwinia fascicularis","m",2,1
"Plant height vegetative",3106,"Darwinia neildiana","m",0.3,2
"Plant height vegetative",3106,"Darwinia sanguinea","m",0.06,1
"Plant height vegetative",3106,"Dasiphora davurica","m",1.3,5
"Plant height vegetative",3106,"Dasiphora dryadanthoides","m",0.06,2
"Plant height vegetative",3106,"Dasiphora fruticosa","m",0.575071924878049,45
"Plant height vegetative",3106,"Dasiphora parvifolia","m",0.6,4
"Plant height vegetative",3106,"Dasiphora veitchii_x","m",1.5,1
"Plant height vegetative",3106,"Dasistoma macrophylla","m",1.3,1
"Plant height vegetative",3106,"Dasylepis racemosa","m",NA,1
"Plant height vegetative",3106,"Dasylirion wheeleri","m",4.064,3
"Plant height vegetative",3106,"Dasymaschalon rostratum","m",14,2
"Plant height vegetative",3106,"Dasymaschalon sootepense","m",8.5,2
"Plant height vegetative",3106,"Dasymaschalon trichophorum","m",3,1
"Plant height vegetative",3106,"Dasyphyllum argenteum","m",NA,1
"Plant height vegetative",3106,"Dasyphyllum diacanthoides","m",23.4666666666667,6
"Plant height vegetative",3106,"Dasyphyllum spinescens","m",12.6871428571429,7
"Plant height vegetative",3106,"Dasyphyllum tomentosum","m",6.03333333333333,18
"Plant height vegetative",3106,"Dasypogon obliquifolius","m",0.4,1
"Plant height vegetative",3106,"Dasypyrum villosum","m",0.4325,4
"Plant height vegetative",3106,"Datura ferox","m",1,1
"Plant height vegetative",3106,"Datura inoxia","m",0.866666666666667,4
"Plant height vegetative",3106,"Datura stramonium","m",0.691548387096774,31
"Plant height vegetative",3106,"Daucus carota","m",0.46123013136289,174
"Plant height vegetative",3106,"Daucus carota subsp. carota","m",0.6,3
"Plant height vegetative",3106,"Daucus carota subsp. drepanensis","m",0.4,2
"Plant height vegetative",3106,"Daucus carota subsp. hispanicus","m",0.4,2
"Plant height vegetative",3106,"Daucus carota subsp. maximus","m",0.75,2
"Plant height vegetative",3106,"Daucus decipiens","m",0.8,1
"Plant height vegetative",3106,"Daucus elegans","m",0.4,1
"Plant height vegetative",3106,"Daucus glochidiatus","m",0.22525,4
"Plant height vegetative",3106,"Daucus pusillus","m",0.148,10
"Plant height vegetative",3106,"Daucus rouyi","m",0.2,1
"Plant height vegetative",3106,"Davidia involucrata","m",20,5
"Plant height vegetative",3106,"Daviesia acicularis","m",NA,1
"Plant height vegetative",3106,"Daviesia alata","m",0.5,1
"Plant height vegetative",3106,"Daviesia arborea","m",NA,1
"Plant height vegetative",3106,"Daviesia benthamii","m",1,2
"Plant height vegetative",3106,"Daviesia brevifolia","m",NA,1
"Plant height vegetative",3106,"Daviesia buxifolia","m",NA,1
"Plant height vegetative",3106,"Daviesia chapmanii","m",0.4,1
"Plant height vegetative",3106,"Daviesia corymbosa","m",NA,1
"Plant height vegetative",3106,"Daviesia crenulata","m",NA,1
"Plant height vegetative",3106,"Daviesia daphnoides","m",1,1
"Plant height vegetative",3106,"Daviesia debilior","m",0.4,1
"Plant height vegetative",3106,"Daviesia decurrens","m",0.5,1
"Plant height vegetative",3106,"Daviesia divaricata","m",0.4,2
"Plant height vegetative",3106,"Daviesia elliptica","m",NA,1
"Plant height vegetative",3106,"Daviesia epiphyllum","m",0.5,1
"Plant height vegetative",3106,"Daviesia genistifolia","m",NA,1
"Plant height vegetative",3106,"Daviesia laevis","m",NA,1
"Plant height vegetative",3106,"Daviesia latifolia","m",2.2,1
"Plant height vegetative",3106,"Daviesia laxiflora","m",NA,1
"Plant height vegetative",3106,"Daviesia leptophylla","m",NA,1
"Plant height vegetative",3106,"Daviesia megacalyx","m",NA,1
"Plant height vegetative",3106,"Daviesia mimosoides","m",NA,1
"Plant height vegetative",3106,"Daviesia nova-anglica","m",NA,1
"Plant height vegetative",3106,"Daviesia nudiflora","m",0.4,1
"Plant height vegetative",3106,"Daviesia pectinata","m",NA,1
"Plant height vegetative",3106,"Daviesia physodes","m",1.1,2
"Plant height vegetative",3106,"Daviesia podophylla","m",0.5,1
"Plant height vegetative",3106,"Daviesia pteroclada","m",NA,1
"Plant height vegetative",3106,"Daviesia pubigera","m",NA,1
"Plant height vegetative",3106,"Daviesia squarrosa","m",1.5,2
"Plant height vegetative",3106,"Daviesia teretifolia","m",NA,1
"Plant height vegetative",3106,"Daviesia triflora","m",1,1
"Plant height vegetative",3106,"Daviesia umbellulata","m",NA,1
"Plant height vegetative",3106,"Daviesia wyattiana","m",NA,1
"Plant height vegetative",3106,"Davilla elliptica","m",2.2462280703421,2
"Plant height vegetative",3106,"Debregeasia longifolia","m",6,2
"Plant height vegetative",3106,"Debregeasia saeneb","m",NA,1
"Plant height vegetative",3106,"Debregeasia squamata","m",2,1
"Plant height vegetative",3106,"Debregeasia wallichiana","m",NA,1
"Plant height vegetative",3106,"Decaisnea insignis","m",3,1
"Plant height vegetative",3106,"Decaneuropsis chingiana","m",3,1
"Plant height vegetative",3106,"Decaneuropsis cumingiana","m",12,1
"Plant height vegetative",3106,"Decaspermum bracteatum","m",9,1
"Plant height vegetative",3106,"Decaspermum fruticosum","m",1.5,1
"Plant height vegetative",3106,"Decaspermum hainanense","m",20,3
"Plant height vegetative",3106,"Decaspermum montanum","m",12,1
"Plant height vegetative",3106,"Decatropis bicolor","m",NA,1
"Plant height vegetative",3106,"Decazesia hecatocephala","m",NA,1
"Plant height vegetative",3106,"Deckenia nobilis","m",40,1
"Plant height vegetative",3106,"Decodon verticillatus","m",2.4692,2
"Plant height vegetative",3106,"Degeneria vitiensis","m",30,1
"Plant height vegetative",3106,"Degenia velebitica","m",0.05,1
"Plant height vegetative",3106,"Deguelia scandens","m",NA,1
"Plant height vegetative",3106,"Dehaasia caesia","m",NA,1
"Plant height vegetative",3106,"Dehaasia cuneata","m",NA,1
"Plant height vegetative",3106,"Dehaasia hainanensis","m",5,1
"Plant height vegetative",3106,"Dehaasia incrassata","m",15,2
"Plant height vegetative",3106,"Dehaasia kwangtungensis","m",6,1
"Plant height vegetative",3106,"Dehaasia pauciflora","m",NA,1
"Plant height vegetative",3106,"Deherainia smaragdina","m",3,1
"Plant height vegetative",3106,"Deinbollia fanshawei","m",0.3,1
"Plant height vegetative",3106,"Deinbollia oblongifolia","m",1.5,1
"Plant height vegetative",3106,"Deinbollia xanthocarpa","m",6.5,2
"Plant height vegetative",3106,"Delairea odorata","m",1.75,2
"Plant height vegetative",3106,"Delavaya yunnanensis","m",12,1
"Plant height vegetative",3106,"Delissea subcordata","m",NA,1
"Plant height vegetative",3106,"Delonix regia","m",12.72,6
"Plant height vegetative",3106,"Delosperma lavisiae","m",0.0243666666666667,30
"Plant height vegetative",3106,"Delosperma mahonii","m",0.25,1
"Plant height vegetative",3106,"Delosperma steytlerae","m",0.15,1
"Plant height vegetative",3106,"Delphinium ajacis","m",0.629166666666667,12
"Plant height vegetative",3106,"Delphinium andersonii","m",0.6096,1
"Plant height vegetative",3106,"Delphinium bracteosum","m",0.8,1
"Plant height vegetative",3106,"Delphinium brunonianum","m",0.4,1
"Plant height vegetative",3106,"Delphinium carolinianum","m",0.5261111111,51
"Plant height vegetative",3106,"Delphinium consolida","m",0.378125,8
"Plant height vegetative",3106,"Delphinium dasycaulon","m",1,1
"Plant height vegetative",3106,"Delphinium dubium","m",0.7,3
"Plant height vegetative",3106,"Delphinium elatum","m",1.375,6
"Plant height vegetative",3106,"Delphinium elatum subsp. elatum","m",1.15,3
"Plant height vegetative",3106,"Delphinium fissum","m",0.5375,4
"Plant height vegetative",3106,"Delphinium fissum subsp. sordidum","m",1,1
"Plant height vegetative",3106,"Delphinium flexuosum","m",0.4,1
"Plant height vegetative",3106,"Delphinium glaucum","m",2.4384,1
"Plant height vegetative",3106,"Delphinium gracile","m",0.26125,4
"Plant height vegetative",3106,"Delphinium grandiflorum","m",0.6,2
"Plant height vegetative",3106,"Delphinium hispanicum","m",0.6,4
"Plant height vegetative",3106,"Delphinium leroyi","m",1,2
"Plant height vegetative",3106,"Delphinium nuttallianum","m",0.1455,10
"Plant height vegetative",3106,"Delphinium oreophilum","m",0.3964,1
"Plant height vegetative",3106,"Delphinium orientale","m",0.3125,4
"Plant height vegetative",3106,"Delphinium schmalhausenii","m",0.8,1
"Plant height vegetative",3106,"Delphinium scopulorum","m",NA,1
"Plant height vegetative",3106,"Delphinium treleasei","m",0.387,51
"Plant height vegetative",3106,"Delphinium tuberosum","m",0.2492,1
"Plant height vegetative",3106,"Dendranthema chanetii","m",NA,1
"Plant height vegetative",3106,"Dendrobangia boliviana","m",22.7619047619048,21
"Plant height vegetative",3106,"Dendrobangia multinervia","m",18,1
"Plant height vegetative",3106,"Dendrobium cunninghamii","m",5.81,5
"Plant height vegetative",3106,"Dendrocalamus farinosus","m",12,1
"Plant height vegetative",3106,"Dendrocalamus giganteus","m",30,1
"Plant height vegetative",3106,"Dendrocalamus hamiltonii","m",18,1
"Plant height vegetative",3106,"Dendrocalamus latiflorus","m",25,1
"Plant height vegetative",3106,"Dendrocalamus membranaceus","m",15,1
"Plant height vegetative",3106,"Dendrocalamus minor","m",8,1
"Plant height vegetative",3106,"Dendrocalamus sinicus","m",30,1
"Plant height vegetative",3106,"Dendrocalamus strictus","m",17,1
"Plant height vegetative",3106,"Dendrocalamus tsiangii","m",8,1
"Plant height vegetative",3106,"Dendrocnide basirotunda","m",7,1
"Plant height vegetative",3106,"Dendrocnide excelsa","m",22,1
"Plant height vegetative",3106,"Dendrocnide moroidea","m",5.67,2
"Plant height vegetative",3106,"Dendrocnide photiniphylla","m",NA,1
"Plant height vegetative",3106,"Dendrocnide sinuata","m",6,2
"Plant height vegetative",3106,"Dendrocnide stimulans","m",3,2
"Plant height vegetative",3106,"Dendrocnide urentissima","m",15,1
"Plant height vegetative",3106,"Dendrokingstonia gardneri","m",13,3
"Plant height vegetative",3106,"Dendrokingstonia nervosa","m",18,3
"Plant height vegetative",3106,"Dendrolobium lanceolatum","m",3,1
"Plant height vegetative",3106,"Dendrolobium triangulare","m",2,1
"Plant height vegetative",3106,"Dendromecon rigida","m",0.8,1
"Plant height vegetative",3106,"Dendropanax arboreus","m",3.14531080614361,87
"Plant height vegetative",3106,"Dendropanax bilocularis","m",2,1
"Plant height vegetative",3106,"Dendropanax brevistylus","m",1,1
"Plant height vegetative",3106,"Dendropanax burmanicus","m",5,1
"Plant height vegetative",3106,"Dendropanax caloneurus","m",5,1
"Plant height vegetative",3106,"Dendropanax caucanus","m",14.25,2
"Plant height vegetative",3106,"Dendropanax confertus","m",20,1
"Plant height vegetative",3106,"Dendropanax dentiger","m",8,1
"Plant height vegetative",3106,"Dendropanax gonatopodus","m",NA,1
"Plant height vegetative",3106,"Dendropanax hainanensis","m",18,1
"Plant height vegetative",3106,"Dendropanax hoii","m",14,1
"Plant height vegetative",3106,"Dendropanax inflatus","m",10,1
"Plant height vegetative",3106,"Dendropanax latilobus","m",5,1
"Plant height vegetative",3106,"Dendropanax oligodontus","m",3,1
"Plant height vegetative",3106,"Dendropanax parvifloroides","m",2,1
"Plant height vegetative",3106,"Dendropanax proteus","m",3,2
"Plant height vegetative",3106,"Dendropanax ravenii","m",2.54444444444444,9
"Plant height vegetative",3106,"Dendroseris pruinata","m",NA,1
"Plant height vegetative",3106,"Dendrotrophe buxifolia","m",3,1
"Plant height vegetative",3106,"Dendrotrophe varians","m",8,1
"Plant height vegetative",3106,"Denhamia bilocularis","m",NA,1
"Plant height vegetative",3106,"Denhamia cunninghamii","m",2,1
"Plant height vegetative",3106,"Denhamia cupularis","m",4.2,1
"Plant height vegetative",3106,"Denhamia guangxiensis","m",2,1
"Plant height vegetative",3106,"Dennstaedtia punctilobula","m",0.274090909090909,12
"Plant height vegetative",3106,"Deparia acrostichoides","m",0.215714285714286,7
"Plant height vegetative",3106,"Deparia lancea","m",0.29,1
"Plant height vegetative",3106,"Dermatophyllum secundiflorum","m",5.71888,10
"Plant height vegetative",3106,"Derria japonica","m",2,1
"Plant height vegetative",3106,"Derris trifoliata","m",NA,2
"Plant height vegetative",3106,"Deschampsia atropurpurea","m",0.153,10
"Plant height vegetative",3106,"Deschampsia aurea","m",1.5,1
"Plant height vegetative",3106,"Deschampsia caespitosa","m",0.428427368421053,59
"Plant height vegetative",3106,"Deschampsia cespitosa","m",0.362303380043011,93
"Plant height vegetative",3106,"Deschampsia danthonioides","m",0.4572,1
"Plant height vegetative",3106,"Deschampsia elongata","m",0.9144,1
"Plant height vegetative",3106,"Deschampsia flexuosa","m",0.168108863346105,261
"Plant height vegetative",3106,"Deschampsia media","m",0.15,5
"Plant height vegetative",3106,"Deschampsia setacea","m",0.308333333333333,9
"Plant height vegetative",3106,"Descurainia bourgaeana","m",0.4,1
"Plant height vegetative",3106,"Descurainia millefolia","m",0.4,1
"Plant height vegetative",3106,"Descurainia pinnata","m",0.6,1
"Plant height vegetative",3106,"Descurainia preauxiana","m",0.4,1
"Plant height vegetative",3106,"Descurainia sophia","m",0.521052631578947,19
"Plant height vegetative",3106,"Descurainia tanacetifolia","m",0.65,4
"Plant height vegetative",3106,"Desfontainia spinosa","m",3.5,1
"Plant height vegetative",3106,"Desmanthus ciliare","m",0.41,1
"Plant height vegetative",3106,"Desmanthus illinoensis","m",1.10140344827586,31
"Plant height vegetative",3106,"Desmanthus illinoi","m",0.49,4
"Plant height vegetative",3106,"Desmanthus illinoi.","m",0.474,1
"Plant height vegetative",3106,"Desmanthus luteus","m",0.14,4
"Plant height vegetative",3106,"Desmanthus virgatus","m",0.4184,4
"Plant height vegetative",3106,"Desmocladus biformis","m",0.25,1
"Plant height vegetative",3106,"Desmocladus elongatus","m",0.4,1
"Plant height vegetative",3106,"Desmocladus myriocladus","m",0.3,1
"Plant height vegetative",3106,"Desmocladus parthenicus","m",0.4,1
"Plant height vegetative",3106,"Desmocladus semiplanus","m",0.3,1
"Plant height vegetative",3106,"Desmocladus virgatus","m",0.5,1
"Plant height vegetative",3106,"Desmodium acanthocladum","m",NA,1
"Plant height vegetative",3106,"Desmodium adscendens","m",0.431923076923077,3
"Plant height vegetative",3106,"Desmodium affine","m",0.11375,2
"Plant height vegetative",3106,"Desmodium barbatum","m",0.485,2
"Plant height vegetative",3106,"Desmodium brachypodum","m",NA,1
"Plant height vegetative",3106,"Desmodium canadense","m",0.982756756756757,39
"Plant height vegetative",3106,"Desmodium ciliare","m",1.01535849056604,53
"Plant height vegetative",3106,"Desmodium cordifolium","m",NA,1
"Plant height vegetative",3106,"Desmodium cuspidatum","m",0.46,1
"Plant height vegetative",3106,"Desmodium dichotomum","m",1,1
"Plant height vegetative",3106,"Desmodium dillenii","m",0.6,1
"Plant height vegetative",3106,"Desmodium distortum","m",1.90666666666667,4
"Plant height vegetative",3106,"Desmodium dregeanum","m",0.6,2
"Plant height vegetative",3106,"Desmodium elegans","m",2,2
"Plant height vegetative",3106,"Desmodium fulvescens","m",0.9,1
"Plant height vegetative",3106,"Desmodium gangeticum","m",1.1,2
"Plant height vegetative",3106,"Desmodium helenae","m",0.825,2
"Plant height vegetative",3106,"Desmodium heterocarpon","m",2.25,2
"Plant height vegetative",3106,"Desmodium heterophyllum","m",0.2286,2
"Plant height vegetative",3106,"Desmodium hirtum","m",1.05,2
"Plant height vegetative",3106,"Desmodium illinoense","m",0.36,2
"Plant height vegetative",3106,"Desmodium incanum","m",1.04919720100596,8
"Plant height vegetative",3106,"Desmodium intortum","m",0.9144,1
"Plant height vegetative",3106,"Desmodium laxiflorum","m",NA,1
"Plant height vegetative",3106,"Desmodium multiflorum","m",2,2
"Plant height vegetative",3106,"Desmodium nicaraguense","m",2.5,2
"Plant height vegetative",3106,"Desmodium oojeinense","m",NA,1
"Plant height vegetative",3106,"Desmodium orbiculare","m",NA,1
"Plant height vegetative",3106,"Desmodium ospriostreblum","m",NA,1
"Plant height vegetative",3106,"Desmodium paniculatum","m",0.9572,2
"Plant height vegetative",3106,"Desmodium perplexum","m",1.2192,2
"Plant height vegetative",3106,"Desmodium psilocarpum","m",0.9,1
"Plant height vegetative",3106,"Desmodium ramosissimum","m",1.15,2
"Plant height vegetative",3106,"Desmodium rhytidophyllum","m",0.05,1
"Plant height vegetative",3106,"Desmodium rigidum","m",0.381163793103448,58
"Plant height vegetative",3106,"Desmodium salicifolium","m",2.25,2
"Plant height vegetative",3106,"Desmodium sequax","m",2,2
"Plant height vegetative",3106,"Desmodium sericophyllum","m",NA,1
"Plant height vegetative",3106,"Desmodium sessilifolium","m",1.242,51
"Plant height vegetative",3106,"Desmodium setigerum","m",NA,1
"Plant height vegetative",3106,"Desmodium sp","m",0.1,1
"Plant height vegetative",3106,"Desmodium stolzii","m",0.475,2
"Plant height vegetative",3106,"Desmodium tanganyikense","m",NA,1
"Plant height vegetative",3106,"Desmodium tortuosum","m",1.54773333333333,3
"Plant height vegetative",3106,"Desmodium triflorum","m",0.4572,2
"Plant height vegetative",3106,"Desmodium unifoliolatum","m",2,1
"Plant height vegetative",3106,"Desmodium varians","m",0.232857142857143,14
"Plant height vegetative",3106,"Desmodium velutinum","m",2.16666666666667,3
"Plant height vegetative",3106,"Desmodium zonatum","m",1,1
"Plant height vegetative",3106,"Desmoncus chinantlensis","m",9.08333333333333,12
"Plant height vegetative",3106,"Desmoncus cirrhiferus","m",12,8
"Plant height vegetative",3106,"Desmoncus costaricensis","m",5.4,5
"Plant height vegetative",3106,"Desmoncus giganteus","m",25.1,10
"Plant height vegetative",3106,"Desmoncus horridus","m",7.05769230769231,26
"Plant height vegetative",3106,"Desmoncus interjectus","m",6,2
"Plant height vegetative",3106,"Desmoncus latisectus","m",3,5
"Plant height vegetative",3106,"Desmoncus leptoclonos","m",5.16666666666667,9
"Plant height vegetative",3106,"Desmoncus madrensis","m",4.625,4
"Plant height vegetative",3106,"Desmoncus mitis","m",2.88657894736842,38
"Plant height vegetative",3106,"Desmoncus moorei","m",12.7142857142857,7
"Plant height vegetative",3106,"Desmoncus myriacanthos","m",6.15,10
"Plant height vegetative",3106,"Desmoncus obovoideus","m",5.3,5
"Plant height vegetative",3106,"Desmoncus orthacanthos","m",4.0375,12
"Plant height vegetative",3106,"Desmoncus parvulus","m",4.89090909090909,11
"Plant height vegetative",3106,"Desmoncus polyacanthos","m",7.65,63
"Plant height vegetative",3106,"Desmoncus pumilus","m",4.33333333333333,3
"Plant height vegetative",3106,"Desmoncus setosus","m",9,4
"Plant height vegetative",3106,"Desmoncus sp","m",3.27777777777778,9
"Plant height vegetative",3106,"Desmoncus stans","m",1.3625,12
"Plant height vegetative",3106,"Desmoncus vacivus","m",5.92857142857143,7
"Plant height vegetative",3106,"Desmopsis microcarpa","m",5.375,6
"Plant height vegetative",3106,"Desmopsis panamensis","m",11.940833335,2
"Plant height vegetative",3106,"Desmopsis schippii","m",8.375,10
"Plant height vegetative",3106,"Desmos chinensis","m",4,1
